Dict_name,Site,Mode,HA_var,Start_date,Var_residual,Var_model_fit,Whittle_value,η_D2,τ_D2,γ_D2,season
NWSBAR_P27_0,NWSBAR,0,5.470131273785713,2019-08-06,17.955673330070347,10.972571080134422,2.205118222742712,3.3167473341472116,3.14662123932739,1.9999999999999996,Aug-Oct
NWSBAR_P27_0,NWSBAR,1,3.1745314747030573,2019-08-06,9.16254704937532,6.555704499761056,-13.703241455068234,2.563736786384862,2.6647483420435774,2.0,Aug-Oct
NWSBAR_P27_0,NWSBAR,2,6.164536376254129,2019-08-06,48.0948278992571,25.24986211742136,88.97708229687134,5.031436730059986,2.7501491774662834,2.0,Aug-Oct
NWSBAR_P27_1,NWSBAR,0,2.713775470952876,2019-10-25,17.57236969935034,14.763907121580585,28.71858650765063,3.8473296055680404,3.0845409413160634,1.9999999999999991,Nov-Jan
NWSBAR_P27_1,NWSBAR,1,0.15190928923933036,2019-10-25,2.844249908833709,3.253121609634186,-76.75705795051843,1.8059771181388176,2.7811018557297547,1.999999999999989,Nov-Jan
NWSBAR_P27_1,NWSBAR,2,0.13631445165712386,2019-10-25,1.7385528563730137,1.2056263452353668,-147.36296064385635,1.099437534308604,2.636402838466168,2.0,Nov-Jan
NWSBAR_P28_0,NWSBAR,0,5.29189659401691,2020-02-18,16.796996060201387,7.1774952192918935,-37.55034999013886,2.6825234140495193,3.286046699097973,1.9999999999999996,Feb-Apr
NWSBAR_P28_0,NWSBAR,1,1.558899678881104,2020-02-18,2.540025541917408,1.710651760821808,-112.81639728225147,1.30962415212287,2.538860553002931,1.9999999999999987,Feb-Apr
NWSBAR_P28_0,NWSBAR,2,0.11324260062431109,2020-02-18,1.3794950702077482,1.0127254430698867,-174.39276007063356,1.0076436879668649,2.857947908176232,1.9999999999999996,Feb-Apr
NWSBAR_P28_1,NWSBAR,0,22181156791.70527,2020-05-08,305350330232.2698,305330216279.6548,2140.1297441238594,6630947.096547337,0.0001662593969998224,1.0032011166870154,May-Jul
NWSBAR_P28_1,NWSBAR,1,136969602.26804173,2020-05-08,1857253178.8694775,1857333973.160787,1731.9406336416573,509267.80863210437,0.0008357807471191642,1.0027929346170539,May-Jul
NWSBAR_P28_1,NWSBAR,2,73506162635.99783,2020-05-08,1017610091446.1365,1017553236622.9705,2236.4299335382802,12105123.947380144,0.00010628735511427846,1.0033313189866966,May-Jul
NWSBAR_P29_1,NWSBAR,0,18.597007276265153,2020-12-26,16.481817724123886,13.969256317473157,14.412860061246832,3.74234190322052,3.319460106670718,1.9999999999999964,Nov-Jan
NWSBAR_P29_1,NWSBAR,1,1.3803850606330768,2020-12-26,2.539758073826472,1.9142484430631155,-114.05736065596875,1.3853593761171747,2.6948446824272154,1.9999999999999996,Nov-Jan
NWSBAR_P29_1,NWSBAR,2,0.19049662189890207,2020-12-26,1.837153723017435,2.028091101974424,-64.1309053222964,1.4269691862311629,2.393071174697844,1.938755459327663,Nov-Jan
NWSBAR_P30_0,NWSBAR,0,55.73676450889191,2021-05-11,20.864194307157465,19.486926461034994,101.67045026196993,4.425435360684029,3.0783853244779453,1.8449441500484471,May-Jul
NWSBAR_P30_0,NWSBAR,1,12.186634170357193,2021-05-11,22.910082523190287,19.93101958999526,75.04603216156501,4.470215479485288,2.6680228908301875,1.9999999999999996,May-Jul
NWSBAR_P30_0,NWSBAR,2,141.61304653368222,2021-05-11,65.28624848380878,64.00346337676424,210.81218913297084,8.020992916127781,2.695656733537742,1.867963482628522,May-Jul
NWSBAR_P31_0,NWSBAR,0,31.45839645025481,2021-11-19,21.76020099779188,18.090825217491837,33.206689586304506,4.258866767140009,3.426547822034376,1.9957299415929164,Nov-Jan
NWSBAR_P31_0,NWSBAR,1,0.3226803662979058,2021-11-19,2.662309786260468,1.6696871205026562,-133.78811577624757,1.29383475038706,2.8467905010161214,1.9999999999999982,Nov-Jan
NWSBAR_P31_0,NWSBAR,2,0.32184821662133034,2021-11-19,2.2713468460202484,1.5720538824805355,-126.36452749046126,1.2554454612414279,2.640008915184451,1.9999999999999996,Nov-Jan
NWSBAR_P31_1,NWSBAR,0,25.820916445463173,2022-02-07,33.754802540017856,34.10091534231351,107.38683854903417,5.849309537828564,3.512939290653376,1.925740799296231,Feb-Apr
NWSBAR_P31_1,NWSBAR,1,1.279747064249232,2022-02-07,3.517801607180758,3.884448459115407,-74.30812118709082,1.973463800562544,3.025703371280328,1.9980618307482871,Feb-Apr
NWSBAR_P31_1,NWSBAR,2,0.7640471802366354,2022-02-07,1.9210753578308273,1.299275631063573,-149.34296552576302,1.1413344707536242,2.7665654234544395,1.9999999999999987,Feb-Apr
NWSBAR_P32_1,NWSBAR,0,34.569609609228436,2022-07-29,33.49997462614657,35.02915453587833,119.93649411376352,5.927396984907814,2.9169388215911374,1.970762564548711,Aug-Oct
NWSBAR_P32_1,NWSBAR,1,6.350725788938237,2022-07-29,34.83259349956137,19.42628116599933,64.67656026354571,4.413230190855398,2.8080091173385733,1.9999999999999996,Aug-Oct
NWSBAR_P32_1,NWSBAR,2,50.65687312680771,2022-07-29,75.48146648104354,66.23688510028761,167.57452406038442,8.149159154457191,2.725827439602028,2.0,Aug-Oct
NWSBAR_P33_0,NWSBAR,0,11.670840300411164,2022-10-24,14.360881539831608,15.52866053141908,59.27430603668536,3.9467477372643387,2.880639815329084,1.96461771789821,Nov-Jan
NWSBAR_P33_0,NWSBAR,1,2.991028093330503,2022-10-24,4.978194259403874,4.236229426993956,-35.928009738886864,2.060899347786162,2.4784261969498647,2.0,Nov-Jan
NWSBAR_P33_0,NWSBAR,2,10.214814369389638,2022-10-24,27.62015756732363,21.129208642945812,70.17752185754833,4.60259843511564,2.8299435461389773,1.9999999999999978,Nov-Jan
NWSBAR_P33_1,NWSBAR,0,13.602688348360806,2023-01-12,13.113197479583658,10.10336921678314,7.141609119683276,3.1826852748361674,2.904752154861171,1.9999999999999996,Feb-Apr
NWSBAR_P33_1,NWSBAR,1,1.8494777997923504,2023-01-12,3.5025536943890394,2.4666683235021076,-93.43254646296332,1.5726017604054041,2.6893049905525945,2.0,Feb-Apr
NWSBAR_P33_1,NWSBAR,2,0.5924441268109034,2023-01-12,1.6549238110068991,1.3803374468760445,-138.37410445034516,1.1764036896383856,2.66522857982072,2.0,Feb-Apr
NWSBAR_P34_1,NWSBAR,0,6.355902021410394,2023-08-01,21.208995178957192,10.59110141206487,12.674509448310864,3.2586035905811515,2.871386827570661,1.9999999999999996,Aug-Oct
NWSBAR_P34_1,NWSBAR,1,3.0569047498099566,2023-08-01,7.10305111972775,6.6752483524373085,-4.015151792150354,2.587018613643971,2.540594128237882,1.9999999999999991,Aug-Oct
NWSBAR_P34_1,NWSBAR,2,3.3518405183838524,2023-08-01,39.32226904082113,37.84740438923327,136.80744297520363,6.1614957377212844,2.7321780268715874,1.9699231055523385,Aug-Oct
NWSBAR_P35_0,NWSBAR,0,7.383905941492297,2023-12-02,10.818583779654091,8.385789182354877,-15.945248908049841,2.8995515323676466,3.0717147017328594,1.9999999999999996,Nov-Jan
NWSBAR_P35_0,NWSBAR,1,0.13224754313599138,2023-12-02,2.8977212192385116,2.2159244566948173,-92.59191460720683,1.4905385767822545,2.5457223048447983,2.0,Nov-Jan
NWSBAR_P35_0,NWSBAR,2,0.44118645026703696,2023-12-02,1.338520509808553,1.400884842503135,-139.87864720451083,1.1851254200723362,2.708643186146649,1.9999999999999991,Nov-Jan
NWSBAR_P35_1,NWSBAR,0,8.563670824879981,2024-02-20,20.56680267524413,11.465177525202629,7.0291449765589284,3.390383612008195,3.116907585056051,2.0,Feb-Apr
NWSBAR_P35_1,NWSBAR,1,1.5530329984726179,2024-02-20,4.372327235969697,2.637196254945225,-97.45979735228988,1.6260445307987967,2.851167199969268,1.9999999999999996,Feb-Apr
NWSBAR_P35_1,NWSBAR,2,0.9415496739221485,2024-02-20,5.4047262714148365,3.1682958974750943,-87.81554020553196,1.782267877621987,2.947319308338055,1.9999999999999996,Feb-Apr
NWSBAR_P36_1,NWSBAR,0,11.821035478843012,2024-08-13,18.714698522986193,12.244814466997395,17.506842306919243,3.5037702359322176,3.004607708759433,1.9999999999999991,Aug-Oct
NWSBAR_P36_1,NWSBAR,1,0.9599695652206848,2024-08-13,6.917466039353615,3.8115982646259994,-65.82776392418043,1.9548581815468742,2.811897756287527,1.9999999999999996,Aug-Oct
NWSBAR_P36_1,NWSBAR,2,1.6786365355658763,2024-08-13,12.669806744331396,9.166054101949333,16.317415958697637,3.031487292722533,2.614896622875686,1.9999999999999991,Aug-Oct
NWSBRW_P37_0,NWSBRW,0,316.07611990534014,2019-07-31,86.44501780683056,81.73083189708517,159.26882729640732,9.053421306650508,3.6268089074545897,1.966445996136273,Aug-Oct
NWSBRW_P37_0,NWSBRW,1,4.995255867304748,2019-07-31,12.982315707107318,9.30859245507881,8.716973924231386,3.054952195426128,2.757475043593619,1.9999999999999991,Aug-Oct
NWSBRW_P37_0,NWSBRW,2,8.367185609506487,2019-07-31,5.299071984481475,4.847380639440994,-51.51149899918916,2.2045206271348703,2.9028093360894593,2.0,Aug-Oct
NWSBRW_P37_1,NWSBRW,0,409.03966384370983,2019-10-19,68.6586559375208,74.36286317061753,191.34948160469855,8.653210967063172,5.427334147796237,1.5658900258073236,Nov-Jan
NWSBRW_P37_1,NWSBRW,1,26.75598680578919,2019-10-19,14.886577469653522,16.61828955618824,95.77540944502121,4.0857451320467675,2.699797826745678,1.8975729762135676,Nov-Jan
NWSBRW_P37_1,NWSBRW,2,66.14473908237602,2019-10-19,10.232726677907944,9.972567641589059,74.266550996255,3.17267985382279,3.1891361238825486,1.6646871099566611,Nov-Jan
NWSBRW_P38_0,NWSBRW,0,389.84743762342293,2020-02-11,106.56262425830569,109.74586411517114,174.22605635247194,10.492764939230975,4.808320171286358,1.8880980104509901,Feb-Apr
NWSBRW_P38_0,NWSBRW,1,4.998297067324429,2020-02-11,12.23520652711622,7.866082338714161,-14.986400793539005,2.808273316056877,2.9457383257170604,1.9999999999999996,Feb-Apr
NWSBRW_P38_0,NWSBRW,2,55.58654830815522,2020-02-11,38.099514924444236,36.30975196602429,78.8106040145949,6.033460626582951,3.667450354192791,1.999905626220014,Feb-Apr
NWSBRW_P39_0,NWSBRW,0,358.85263975087247,2020-10-01,83.98013781948883,90.45224133031225,206.81954212939468,9.53234814058314,3.5986859137519818,1.8303347562737262,Nov-Jan
NWSBRW_P39_0,NWSBRW,1,22.78914356611883,2020-10-01,14.455454063058633,14.29091847617597,38.40500062445843,3.7852226546440746,2.8388489302879303,1.9999999999999991,Nov-Jan
NWSBRW_P39_0,NWSBRW,2,10.732445286672544,2020-10-01,7.904720580692405,7.223243302615067,-30.731528610632978,2.6910663796468577,3.1349646315097193,1.9999999999999987,Nov-Jan
NWSBRW_P39_1,NWSBRW,0,356.67727077869847,2020-12-20,117.02235212967044,109.01959017933115,186.65471195725513,10.4617223245712,5.323857633454816,1.7802686822427847,Nov-Jan
NWSBRW_P39_1,NWSBRW,1,3.5494743046443338,2020-12-20,15.486777704188196,8.684421079059613,-7.851883725136315,2.9507362960945165,2.9613278966891903,1.9999999999999991,Nov-Jan
NWSBRW_P39_1,NWSBRW,2,27.571393454674944,2020-12-20,15.055484653482345,14.99123132709832,29.42536777797288,3.8768655113748647,3.1129015806207843,1.998566756286122,Nov-Jan
NWSBRW_P40_0,NWSBRW,0,326.6205466369146,2021-05-05,95.26829009611458,115.90326349527413,204.85059199313343,10.789517901975179,4.882530499974706,1.7598754078059478,May-Jul
NWSBRW_P40_0,NWSBRW,1,21.90464746119987,2021-05-05,10.022329308816536,11.757614316456221,66.50464520689556,3.435878247795343,2.6016402684983584,1.9252225940166052,May-Jul
NWSBRW_P40_0,NWSBRW,2,5.846331180300292,2021-05-05,12.295032062046943,11.294094904823412,34.49116744296876,3.3667616095365767,3.1987532053915753,1.9168874737448838,May-Jul
NWSBRW_P40_1,NWSBRW,0,458.72123740689744,2021-07-24,119.22679506303409,124.02110934532573,208.44557551943373,11.154513716914332,3.5088288372967664,1.9333218569458879,Aug-Oct
NWSBRW_P40_1,NWSBRW,1,4.794378459535968,2021-07-24,12.850124228944022,9.750743406154712,7.217171799964151,3.1266559037798203,2.84993792554385,2.0,Aug-Oct
NWSBRW_P40_1,NWSBRW,2,0.8227462232535425,2021-07-24,14.220040771946373,8.051566665168208,-2.3672065701108878,2.8412060346980463,2.748584903866915,1.9999999999999991,Aug-Oct
NWSBRW_P41_0,NWSBRW,0,357.3003609980344,2021-11-13,123.37569880194867,126.53803384703865,237.74618757170546,11.288751479992913,5.138658678700647,1.5769512008174702,Nov-Jan
NWSBRW_P41_0,NWSBRW,1,6.378810922840835,2021-11-13,16.60077201439377,17.905889803182706,64.19169051088232,4.237025751531972,2.7048938078240994,1.9999999999999973,Nov-Jan
NWSBRW_P41_0,NWSBRW,2,11.562806562501903,2021-11-13,9.119996792249246,9.340171072761313,18.085306907467505,3.0617912011382495,3.2779444681085965,1.9092762309084492,Nov-Jan
NWSBRW_P41_1,NWSBRW,0,340.4726945572894,2022-02-01,91.65294485153969,92.61419880844588,187.6024779637977,9.64086763196156,3.778936508506006,1.8918608238294954,Feb-Apr
NWSBRW_P41_1,NWSBRW,1,2.0744198902291178,2022-02-01,32.992966442561816,16.065878452416037,41.655343396483445,4.013398309497259,2.9554565638361248,2.0,Feb-Apr
NWSBRW_P41_1,NWSBRW,2,8.787678652602114,2022-02-01,8.69527140591735,10.18553732291353,1.2320179420881572,3.195886682730176,3.2295156145910853,1.9824766371092777,Feb-Apr
NWSBRW_P42_0,NWSBRW,0,465.05710765713496,2022-05-04,84.6411864752338,81.76355489690006,203.03611827112547,9.063725534776125,3.500938271554061,1.8269349744579628,May-Jul
NWSBRW_P42_0,NWSBRW,1,24.231426741707935,2022-05-04,23.658609071438935,25.219023447363288,132.50464659296034,5.035653522050726,2.8930238270657367,1.8376062833576934,May-Jul
NWSBRW_P42_0,NWSBRW,2,6.182877324876095,2022-05-04,28.22293720495806,26.028867223907934,62.2218848337878,5.108390477399809,3.371416982721127,1.999999999999993,May-Jul
NWSBRW_P42_1,NWSBRW,0,452.68063412538356,2022-07-23,132.57509277216457,153.74392407023606,219.80997953327955,12.421314343850243,4.181952725783637,1.8762495597620719,Aug-Oct
NWSBRW_P42_1,NWSBRW,1,40.04507249187465,2022-07-23,18.601509109168962,19.87689960677257,77.10593980774709,4.465208141194174,2.9119647097396184,1.9652505811725318,Aug-Oct
NWSBRW_P42_1,NWSBRW,2,0.6672832596272656,2022-07-23,6.135178156511953,3.715309911169444,-66.087100788272,1.9300103008836231,2.7803666554229927,1.9999999999999996,Aug-Oct
NWSBRW_P43_0,NWSBRW,0,382.1700027241255,2022-10-30,65.93182709903971,60.69439692500489,189.28560150083104,7.811273638495236,3.3338118861483195,1.8090943889801112,Nov-Jan
NWSBRW_P43_0,NWSBRW,1,4.0913791772095776,2022-10-30,36.357204853984854,15.57290233945244,38.09936449981106,3.951341626126515,2.976812836006031,1.9999999999999996,Nov-Jan
NWSBRW_P43_0,NWSBRW,2,21.428773586277053,2022-10-30,7.146468679113824,7.749588196643916,-5.916053526392625,2.7876041137382463,2.8496872677803773,1.9901011061912308,Nov-Jan
NWSBRW_P43_1,NWSBRW,0,240.90924617196703,2023-01-18,84.94389115361652,84.60490117778842,180.90962824079043,9.216473222297768,4.2420986760916515,1.8314478571355048,Feb-Apr
NWSBRW_P43_1,NWSBRW,1,11.57264458592878,2023-01-18,15.666931244603417,10.837303665940587,18.303817363980265,3.296267427734446,2.8023620203015764,1.9999999999999996,Feb-Apr
NWSBRW_P43_1,NWSBRW,2,24.41941576130541,2023-01-18,11.35029003265593,12.216783141278835,43.39913165798285,3.5014326161746268,3.0580851027197853,1.929481027398753,Feb-Apr
NWSBRW_P44_0,NWSBRW,0,297.13096804947156,2023-05-20,81.41637821968187,78.21166452776019,180.00351364286166,8.863878242176998,4.532111186061596,1.7687270643323028,May-Jul
NWSBRW_P44_0,NWSBRW,1,11.618873432486211,2023-05-20,10.718868447789445,9.281429680851417,2.1716058354859955,3.0506688459998967,2.9699559780925906,1.990161950871376,May-Jul
NWSBRW_P44_0,NWSBRW,2,1.0950947542869391,2023-05-20,9.577057430762169,4.741877434490898,-53.13089667457367,2.1803981139496362,2.900110209504629,1.9999999999999996,May-Jul
NWSBRW_P44_1,NWSBRW,0,343.20424138795585,2023-08-08,66.89612675508485,74.06302707379862,162.79199745287852,8.623875961086988,5.074510968666341,1.7703024856436793,Aug-Oct
NWSBRW_P44_1,NWSBRW,1,5.982562799116211,2023-08-08,19.27086625960878,17.593503330625577,39.68989648872391,4.199854979919687,3.1531817058527247,1.9999999999999973,Aug-Oct
NWSBRW_P44_1,NWSBRW,2,19.291490665777015,2023-08-08,5.766685465287695,5.909266735776067,-19.377036365056465,2.434794942560499,2.9810134124896814,1.9544467858688046,Aug-Oct
NWSBRW_P45_0,NWSBRW,0,121.96756646103225,2023-12-07,29.32382306179227,29.63786224783404,114.89351739063379,5.459599807682496,4.660404702139572,1.6830295699480486,Nov-Jan
NWSBRW_P45_0,NWSBRW,1,18.666765162479567,2023-12-07,14.119355034734602,14.151479941986123,19.144852931451982,3.767039997483402,3.4830637083635367,1.9787767199083663,Nov-Jan
NWSBRW_P45_0,NWSBRW,2,1.8537016921128506,2023-12-07,5.245348256996806,2.500447929696504,-115.19113851872129,1.5833148218631514,3.12574454644714,2.0,Nov-Jan
NWSBRW_P45_1,NWSBRW,0,279.0373039388914,2024-02-25,87.54698638470944,95.14148706342458,159.22061607968357,9.766528542471786,3.561553719135377,1.999999999999997,Feb-Apr
NWSBRW_P45_1,NWSBRW,1,8.406949255168364,2024-02-25,29.338223021835834,14.260121555725352,30.08410455967062,3.7811265192280055,2.996606326648818,1.9999999999999996,Feb-Apr
NWSBRW_P45_1,NWSBRW,2,14.707781612120968,2024-02-25,12.992343378998687,12.665248445030544,21.058338511333545,3.563573056882528,3.0706631118471983,1.9923754955095927,Feb-Apr
NWSLYN_P46_1,NWSLYN,0,18.42527256959128,2019-10-16,14.898062519628681,13.211922520691028,37.36598104857722,3.6408412739449916,3.2870993513531754,1.9357007940189257,Nov-Jan
NWSLYN_P46_1,NWSLYN,1,0.3791215537159102,2019-10-16,5.57264532672019,3.1563800845182617,-78.43886067875164,1.7789220179172849,2.7683831305753843,1.9999999999999987,Nov-Jan
NWSLYN_P46_1,NWSLYN,2,0.160666318591059,2019-10-16,1.3787969218878369,1.2240099690619974,-132.8079312641031,1.1077970621404414,2.4457814557831865,1.9999999999999996,Nov-Jan
NWSLYN_P47_0,NWSLYN,0,15.809285257500369,2020-02-08,10.09400267782423,5.519732103541818,-61.014337455480636,2.3524240268621472,3.3493003704366164,1.9999999999999991,Feb-Apr
NWSLYN_P47_0,NWSLYN,1,7.232527586759501,2020-02-08,7.808405275339164,8.136977343593845,-14.338070084355982,2.8566266622532748,3.272947356576405,1.972643747573231,Feb-Apr
NWSLYN_P47_0,NWSLYN,2,1.9556132107204016,2020-02-08,1.6140867691938448,1.007263966507095,-165.82188568201582,1.0049277774474519,2.70132768459898,2.0,Feb-Apr
NWSLYN_P49_1,NWSLYN,0,41.352977821739806,2022-01-29,13.219324138935683,13.688584584903861,31.269122190348455,3.706495662582277,3.993886342303513,1.8785037213883253,Feb-Apr
NWSLYN_P49_1,NWSLYN,1,4.319434459781809,2022-01-29,7.603255334278492,5.412815063592603,-48.654279618304066,2.3295440723333165,3.0223916448404333,1.9999999999999996,Feb-Apr
NWSLYN_P49_1,NWSLYN,2,0.6931004344105083,2022-01-29,1.3533954522045841,0.9228244056080188,-193.11490730344372,0.961874189670879,3.085272046116004,2.0,Feb-Apr
NWSLYN_P50_0,NWSLYN,0,59.70757483013813,2022-05-01,15.663429711386016,15.427313792789617,45.630204060197514,3.9343521966220454,3.4766653935719467,1.9247014024807054,May-Jul
NWSLYN_P50_0,NWSLYN,1,0.9102514132087304,2022-05-01,3.307324422633532,1.8794459213836985,-119.9717077064074,1.372704846570635,2.7693661408174104,1.9999999999999982,May-Jul
NWSLYN_P50_0,NWSLYN,2,0.1475474696272419,2022-05-01,1.4103805247484642,1.2133247211768026,-154.97423021777877,1.1029371741192409,2.769253968305412,1.9999999999999991,May-Jul
NWSLYN_P50_1,NWSLYN,0,53.55741469356328,2022-07-20,14.591608096517064,13.50868563308627,72.0275897214852,3.6855417535618833,3.300103874547617,1.8009295676521035,Aug-Oct
NWSLYN_P50_1,NWSLYN,1,0.34722137297837197,2022-07-20,8.48240006987654,4.22016124188128,-57.719908199926046,2.056961720396887,2.812578734059478,1.9999999999999996,Aug-Oct
NWSLYN_P50_1,NWSLYN,2,0.4577662235422794,2022-07-20,1.2469561840678867,1.1670920232734352,-147.89712555627818,1.0817259836258446,2.60481626624985,1.9999999999999991,Aug-Oct
NWSLYN_P51_0,NWSLYN,0,27.24264018295715,2022-11-01,26.272199223849608,24.396779731622157,48.138884759514596,4.946081474298602,4.015982597285886,1.972894886173375,Nov-Jan
NWSLYN_P51_0,NWSLYN,1,0.370283904062369,2022-11-01,2.217275182510057,1.6790212614827178,-120.89523712109164,1.297454944065178,2.636855931213367,2.0,Nov-Jan
NWSLYN_P51_0,NWSLYN,2,0.5647532219254217,2022-11-01,1.2569672983858735,0.8844613221708455,-181.09041394139308,0.9416759621353475,2.7835800879371115,2.0,Nov-Jan
NWSLYN_P51_1,NWSLYN,0,23.304948610042597,2023-01-20,14.019811759548974,13.587514720434871,49.37753992687823,3.694663545514751,3.9646676483339935,1.8004670129408478,Feb-Apr
NWSLYN_P51_1,NWSLYN,1,0.44721526391354677,2023-01-20,4.800914110873727,3.1030842759132575,-72.47357536104828,1.7638465363533957,2.647967068459861,1.9999999999999991,Feb-Apr
NWSLYN_P51_1,NWSLYN,2,0.2065756903067644,2023-01-20,4.816778135368478,2.274335970469057,-112.19059497955568,1.510038028498799,2.9054764380601394,1.9999999999999987,Feb-Apr
NWSROW_P54_0,NWSROW,0,57.890653198934224,2019-08-04,47.91637737586708,30.39197265138039,80.24142773252485,5.5199730232395625,3.228321706885234,1.9999999999999991,Aug-Oct
NWSROW_P54_0,NWSROW,1,3.204867898741127,2019-08-04,6.962878636276818,4.017497108959294,-66.22681854213391,2.0069588046858207,2.8969401420506973,1.9999999999999978,Aug-Oct
