Dict_name,Site,Mode,HA_var,Start_date,Var_residual,Var_model_fit,Whittle_value,η_S2,τ_S2,γ_S2,η_M2,τ_M2,γ_M2,season
KIM200_P20_1,KIM200,1,4.57376921665735,2013-10-13,19.96254560849251,9.794708727175768,-3.478716747231058,1.8486858180491988e-12,460.2730018696913,1.9999999999996074,3.1337595977455655,3.0404545779583736,1.9999999999999996,Nov-Jan
KIM200_P20_1,KIM200,2,2.564235379182335,2013-10-13,3.3465727473535685,4.008195262682325,-92.76578691148877,0.0,5.56269144793001e-309,1.9919159730104772,2.0046849799274438,3.5210112966082217,1.9971089103403439,Nov-Jan
KIM200_P21_0,KIM200,0,60.75591889026914,2014-02-01,44.43127876619602,40.539969684257485,92.09237612326771,5.703891084233867e-13,5.79356734432348e-33,1.6622302926895813e-09,6.3754040177385605,3.48777164796116,1.9999999999999996,Feb-Apr
KIM200_P21_0,KIM200,1,5.759339766431146,2014-02-01,18.750564671132445,11.203420276388044,13.006323878500837,1.040507761959996e-10,1.2626376220186636e+36,0.006009746171608267,3.3515569857283327,2.9236498104026776,1.9999999999999996,Feb-Apr
KIM200_P21_0,KIM200,2,3.063316167738957,2014-02-01,6.400533481987154,3.4406521539757295,-83.65036756765585,1.2293112330878085e-16,inf,1.7898009412502706e-22,1.8573388255284056,2.9675121648641416,2.0,Feb-Apr
KIM200_P21_1,KIM200,0,88.52849195456353,2014-04-22,13.748231773449731,13.714307844065681,90.97429150889218,3.8619288587785623,6.4710257682890405e-06,0.16984207561680448,3.685906796715993,3.192838178019189,1.8605641689636914,May-Jul
KIM200_P21_1,KIM200,1,7.190828090170955,2014-04-22,13.14925585236886,8.110142718322635,-15.073126169508734,1.6308434703666056e-39,5.562769652643846e-309,0.05737999469589156,2.851580720970324,2.9704259087949203,1.9997613528574862,May-Jul
KIM200_P21_1,KIM200,2,2.873508385867846,2014-04-22,4.541481992350712,3.386454421463415,-92.5526288437947,0.5032770853640359,4.2745204530570575,2.0,1.772575398464479,3.157951779453939,1.9999999999999996,May-Jul
NWSBAR_P27_0,NWSBAR,0,5.470131273785713,2019-08-06,17.955673330070347,9.952194368638363,-10.584627209468154,1.6845528899198668e-08,2323012235.4744077,2.0,3.15883867064951,3.231156061342717,1.9999999999999987,Aug-Oct
NWSBAR_P27_0,NWSBAR,1,3.1745314747030573,2019-08-06,9.16254704937532,6.412067233960041,-24.84855114622302,1.4106287639422128,3.722150227107129,2.0,2.106875578953833,2.816468714625592,2.0,Aug-Oct
NWSBAR_P27_0,NWSBAR,2,6.164536376254129,2019-08-06,48.0948278992571,24.48951811452488,74.60590811094713,2.5537506073146216e-07,2.7562162685484477e+163,0.12029266629308712,4.955199874784989,2.9425581556608846,2.0,Aug-Oct
NWSBAR_P27_1,NWSBAR,0,2.713775470952876,2019-10-25,17.57236969935034,15.530523225260861,16.078689416746133,3.0600219793612933e-37,1.9206837390707935e-78,2.015496736136792e-11,3.9460192083019234,3.4664198549893417,1.9999999999999996,Nov-Jan
NWSBAR_P27_1,NWSBAR,1,0.15190928923933036,2019-10-25,2.844249908833709,3.2063889778260837,-92.7449940794155,8.637675243561672e-13,765207.9838257526,1.3309801840073268e-09,1.792990688061501,3.0389775853891603,1.9999999999999964,Nov-Jan
NWSBAR_P27_1,NWSBAR,2,0.13631445165712386,2019-10-25,1.7385528563730137,1.1092822230690267,-174.30042831863489,7.13193034797557e-08,5.502181802708219e-53,2.675364171934025e-19,1.0546096889602445,2.969412993408877,2.0,Nov-Jan
NWSBAR_P28_0,NWSBAR,0,5.29189659401691,2020-02-18,16.796996060201387,7.592215251972992,-28.913305442931055,4.394828742200237e-13,0.8420646018650366,0.00491295246639096,2.759008330512483,3.1524082521798458,1.9999999999999996,Feb-Apr
NWSBAR_P28_0,NWSBAR,1,1.558899678881104,2020-02-18,2.540025541917408,1.496880863371401,-144.4410404823433,1.3682579122728655e-40,4.419893311650114e+37,1.2200716396169792e-12,1.2250838413401208,2.8556168569711056,1.9999999999999996,Feb-Apr
NWSBAR_P28_0,NWSBAR,2,0.11324260062431109,2020-02-18,1.3794950702077482,1.0444879688948976,-148.8381753371035,1.0233255134935964,2.498998156071788,2.0,5.907330249242536e-74,7.072347469996315e-85,0.0009618788035713258,Feb-Apr
NWSBAR_P28_1,NWSBAR,0,22181156791.70527,2020-05-08,305350330232.2698,228686478843.97083,1925.9464180237844,0.0,inf,7.100499578002327e-55,478845.26332137967,2.6793078179729224,1.9999999999999991,May-Jul
NWSBAR_P28_1,NWSBAR,1,136969602.26804173,2020-05-08,1857253178.8694775,1398670973.9056096,1518.1728655273837,2.592302484303662e-189,5.562684669446377e-309,3.549804889037319e-13,37448.35329343555,2.6797463517704556,1.999999993557907,May-Jul
NWSBAR_P28_1,NWSBAR,2,73506162635.99783,2020-05-08,1017610091446.1365,762264382917.8683,2056.0155365746323,49542.62598580514,5.56268482720399e-309,0.6772783600426571,875051.7821042446,2.709122546000952,1.9026853693137045,May-Jul
NWSBAR_P29_1,NWSBAR,0,18.597007276265153,2020-12-26,16.481817724123886,15.454540581354312,8.138099251421423,2.6125395223714554e-07,6.194567407221284e+60,3.3345018019544744e-49,3.936341177298012,3.6973909749510394,2.0,Nov-Jan
NWSBAR_P29_1,NWSBAR,1,1.3803850606330768,2020-12-26,2.539758073826472,1.9664416795107011,-127.29124361377094,6.546524772751948e-08,2.95450897990314e+116,6.998924368580945e-36,1.4041437120011115,2.94524358998244,2.0,Nov-Jan
NWSBAR_P29_1,NWSBAR,2,0.19049662189890207,2020-12-26,1.837153723017435,2.1271076560966042,-79.50821724686183,0.0,0.011509899691251595,1.024561076766324,1.4612801355549638,2.6684267784424507,1.9363617208376607,Nov-Jan
NWSBAR_P30_0,NWSBAR,0,55.73676450889191,2021-05-11,20.864194307157465,20.30210807599094,95.58305889922224,2.200353605649364,6.3675706485538965,1.6400803731569367,3.943686394728754,3.0386065231376973,1.884828823698811,May-Jul
NWSBAR_P30_0,NWSBAR,1,12.186634170357193,2021-05-11,22.910082523190287,20.773844004837258,61.699165427285344,3.161923274414442e-33,2.857577499682789e+49,0.6044032257794697,4.563830993679637,2.9374772612375515,1.9999999999999996,May-Jul
NWSBAR_P30_0,NWSBAR,2,141.61304653368222,2021-05-11,65.28624848380878,65.81265817969118,196.337105483122,5.634704884953891e-06,6.845988253307304e-11,0.026944834476400677,8.133668541770119,3.127498463020433,1.8389629088761923,May-Jul
NWSBAR_P31_0,NWSBAR,0,31.45839645025481,2021-11-19,21.76020099779188,17.859964523385212,16.266047469026184,2.3883387094878653e-29,3.2183092886864725e-08,2.0,4.231597408790869,3.8147469628053385,1.9999999999999982,Nov-Jan
NWSBAR_P31_0,NWSBAR,1,0.3226803662979058,2021-11-19,2.662309786260468,1.7624187629412773,-141.07160218552275,4.290927244872165e-17,5.554159005396539e-246,9.331306988137068e-13,1.3293042067830476,3.0485709003815757,1.9999999999999996,Nov-Jan
NWSBAR_P31_0,NWSBAR,2,0.32184821662133034,2021-11-19,2.2713468460202484,1.511430464496615,-143.00372740149047,3.6115744464631743e-12,1.0704822612519921e+112,7.034960300920818e-21,1.2310238002756158,2.8433867828059656,1.9999999999999996,Nov-Jan
NWSBAR_P31_1,NWSBAR,0,25.820916445463173,2022-02-07,33.754802540017856,48.40976064196534,117.51758908043183,3.7434883796632885,2.7577475627942696,1.9999999999999956,5.881651227715548,inf,2.734380155981909e-06,Feb-Apr
NWSBAR_P31_1,NWSBAR,1,1.279747064249232,2022-02-07,3.517801607180758,3.860212749349062,-86.79964175006113,2.750699619002864e-30,1.8286160089234993e-12,3.4358576811259477e-18,1.9673133732714523,3.2421360450493886,1.999999999999996,Feb-Apr
NWSBAR_P31_1,NWSBAR,2,0.7640471802366354,2022-02-07,1.9210753578308273,1.2328441934294714,-166.1991585541885,0.4809072109598164,4.254596902621646,1.9999999999999938,1.0023931274960027,2.9931100467110254,2.0,Feb-Apr
NWSBAR_P32_1,NWSBAR,0,34.569609609228436,2022-07-29,33.49997462614657,39.053664058081544,103.98806295644475,1.1180981365804745,6.739593681276631,1.8370560283572273,6.157443559980277,3.339526857640752,1.9809077671876574,Aug-Oct
NWSBAR_P32_1,NWSBAR,1,6.350725788938237,2022-07-29,34.83259349956137,18.26186253879765,46.85920218871936,2.616928607566546e-07,8407236549177.033,1.9999999924114031,4.279002758626203,3.0298585896205426,2.0,Aug-Oct
NWSBAR_P32_1,NWSBAR,2,50.65687312680771,2022-07-29,75.48146648104354,65.38947490768545,142.04511397764395,8.949502985302775e-23,7.70617858511084e-68,1.6337733886546503e-17,8.096967399816453,3.1827000340743683,1.9999999999999991,Aug-Oct
NWSBAR_P33_0,NWSBAR,0,11.670840300411164,2022-10-24,14.360881539831608,16.806544056490353,49.70887567000828,0.009258367163856068,367843601.95312345,0.02001278048865554,4.105872069334314,3.1800633939873872,1.9637074242193453,Nov-Jan
NWSBAR_P33_0,NWSBAR,1,2.991028093330503,2022-10-24,4.978194259403874,3.8434583533113797,-66.88524690049269,0.0,inf,1.2723393586671907,1.9630611595347631,2.8169971403304856,1.9999999999999996,Nov-Jan
NWSBAR_P33_0,NWSBAR,2,10.214814369389638,2022-10-24,27.62015756732363,22.01446632316168,61.08266990002595,1.8125444806827226e-07,3.7555602143154714e-20,5.840046511172222e-36,4.698118232018538,3.045295732905949,2.0,Nov-Jan
NWSBAR_P33_1,NWSBAR,0,13.602688348360806,2023-01-12,13.113197479583658,11.069728224206807,-1.1792201389980526,1.0615237357472216e-26,2.5772424560315523e-17,2.0,3.331476049665203,3.2096099298275056,1.9999999999999991,Feb-Apr
NWSBAR_P33_1,NWSBAR,1,1.8494777997923504,2023-01-12,3.5025536943890394,2.7729654568109527,-59.78724051212333,1.667390026947977,2.3575546090801986,2.0,2.181333507647836e-11,5.24158470409044e+53,1.7613555097243356e-12,Feb-Apr
NWSBAR_P33_1,NWSBAR,2,0.5924441268109034,2023-01-12,1.6549238110068991,1.478018943575457,-145.45602874376968,0.6277958731449101,3.660757627464776,2.0,1.042951744964942,2.9143104812447764,1.9999999999999991,Feb-Apr
NWSBAR_P34_1,NWSBAR,0,6.355902021410394,2023-08-01,21.208995178957192,9.46417665948128,-14.69824915064768,9.259780574835183e-27,inf,1.4384620027121652e-16,3.0804163558694784,3.2333798452607376,2.0,Aug-Oct
NWSBAR_P34_1,NWSBAR,1,3.0569047498099566,2023-08-01,7.10305111972775,6.522475745886824,-23.428395731557586,0.0,inf,1.999996837225037,2.557285865739247,2.7965559073840596,1.9999999999999996,Aug-Oct
NWSBAR_P34_1,NWSBAR,2,3.3518405183838524,2023-08-01,39.32226904082113,41.78382171752302,121.8090065487832,1.5252281507253718e-06,2.780501135260029e-07,1.1181916670300265,6.473242974504135,3.015761571829289,1.9837449271426169,Aug-Oct
NWSBAR_P35_0,NWSBAR,0,7.383905941492297,2023-12-02,10.818583779654091,8.016569363134938,-35.67141351040917,0.7685315668700492,5.514390494332536,1.9999999999999685,2.7288834160844795,3.4533439904022885,2.0,Nov-Jan
NWSBAR_P35_0,NWSBAR,1,0.13224754313599138,2023-12-02,2.8977212192385116,1.9510759320012296,-121.13696995803625,5.084755456159965e-22,4.041898609316106e+133,3.8651924673008157e-10,1.3986524909500517,2.817219931592969,1.9999999999999996,Nov-Jan
NWSBAR_P35_0,NWSBAR,2,0.44118645026703696,2023-12-02,1.338520509808553,1.3995796008038097,-156.08835692812465,1.352537629954559e-25,1.6055517512424353e+64,1.9999999993712225,1.1845937570091183,2.977199611802144,1.9999999999999987,Nov-Jan
NWSBAR_P35_1,NWSBAR,0,8.563670824879981,2024-02-20,20.56680267524413,12.19780193268583,-2.3939924716655696,6.787044201935507e-11,6.662117952282478e-07,0.792769856238087,3.4970924343070093,3.4423654639033225,1.9999999999999996,Feb-Apr
NWSBAR_P35_1,NWSBAR,1,1.5530329984726179,2024-02-20,4.372327235969697,2.4632187978473232,-114.4267741034463,1.047071916453296e-17,4.458621314888924e-15,8.810789155386009e-16,1.5715249783558707,3.0515204766247916,1.9999999999999991,Feb-Apr
NWSBAR_P35_1,NWSBAR,2,0.9415496739221485,2024-02-20,5.4047262714148365,3.317715684921202,-88.80854421156026,1.0692624776008862e-16,2.621913280105563e-26,6.492899807038184e-14,1.823852857303545,3.0135920536409095,1.9999999999999991,Feb-Apr
NWSBAR_P36_1,NWSBAR,0,11.821035478843012,2024-08-13,18.714698522986193,11.867916880385849,2.2557259000992302,1.604816254645419,5.172129275888903,1.9999999999999618,3.0534069137997744,3.273238810939454,2.0,Aug-Oct
NWSBAR_P36_1,NWSBAR,1,0.9599695652206848,2024-08-13,6.917466039353615,3.605958626961471,-75.59524219356015,3.148980659131401e-44,1.9691781845663847e-52,1.5575154729632302e-19,1.9014380696957571,2.883518884664222,2.0,Aug-Oct
NWSBAR_P36_1,NWSBAR,2,1.6786365355658763,2024-08-13,12.669806744331396,8.43255267337082,-7.158726467362255,3.5553950201258506e-29,5.852147463437955e+53,1.9976167831084988,2.9077125209743833,2.8745515416206886,1.9999999999999996,Aug-Oct
NWSBRW_P37_0,NWSBRW,0,316.07611990534014,2019-07-31,86.44501780683056,140.94350498066484,170.94930182718736,5.262359380710887,4.827767796745711,1.9999999999999982,10.670202979010433,8.730979638554127e+53,0.28146969198297445,Aug-Oct
NWSBRW_P37_0,NWSBRW,1,4.995255867304748,2019-07-31,12.982315707107318,8.31954321133799,-10.802290570688399,1.6017696435500363e-27,1.8194769766269335e-41,1.1405130922644525e-05,2.888158577353426,2.9236434481200164,1.9999999999999996,Aug-Oct
NWSBRW_P37_0,NWSBRW,2,8.367185609506487,2019-07-31,5.299071984481475,4.2385054259192145,-29.0101193999204,1.9891992178637565,2.440366010682419,2.0,0.8874574442200927,4.7442155973152585e+31,2.1351839171303076e-07,Aug-Oct
NWSBRW_P37_1,NWSBRW,0,409.03966384370983,2019-10-19,68.6586559375208,62.231067930230864,177.0060589584087,2.7357433689601183e-06,2.6336526933400488e-05,0.5286361347180146,7.917997861343124,5.516442470259808,1.5453473424530753,Nov-Jan
NWSBRW_P37_1,NWSBRW,1,26.75598680578919,2019-10-19,14.886577469653522,17.232513912685427,90.9925295280485,3.6351834818951776,1.9120454518565483e-57,0.025817530656509408,4.146393045740043,2.71932237010537,1.9781286043828294,Nov-Jan
NWSBRW_P37_1,NWSBRW,2,66.14473908237602,2019-10-19,10.232726677907944,9.854454737358184,60.12486429294094,9.503559357429024e-08,35.33029893263858,2.0,3.1544251863570403,3.8698548418281686,1.5893533354059368,Nov-Jan
NWSBRW_P38_0,NWSBRW,0,389.84743762342293,2020-02-11,106.56262425830569,96.38315373025495,173.47039635514548,4.70309668753164,6.526119059226911,1.5313892481995142,8.636875911001201,4.2529936665537,2.0,Feb-Apr
NWSBRW_P38_0,NWSBRW,1,4.998297067324429,2020-02-11,12.23520652711622,7.624048829383618,-28.479279083237085,1.2642951286355258e-09,5.919027039180849e-11,1.7480892233466562e-16,2.7647865771125444,3.1501220144206394,1.9999999999999996,Feb-Apr
NWSBRW_P38_0,NWSBRW,2,55.58654830815522,2020-02-11,38.099514924444236,36.9604836674474,73.18614045177719,4.08434525346022,6.296284079926442,2.0,4.513669593314609,3.9358242423551673,1.9999999999999916,Feb-Apr
NWSBRW_P39_0,NWSBRW,0,358.85263975087247,2020-10-01,83.98013781948883,88.05349378990472,209.61027100619782,2.8439130617142903,2.307737361712455,0.24470688229924417,9.139422313476699,3.4551635655473896,1.976580763955431,Nov-Jan
NWSBRW_P39_0,NWSBRW,1,22.78914356611883,2020-10-01,14.455454063058633,16.273929820222854,32.52422232128033,5.67221029820189e-19,1.1929961534789318e+133,1.1816742362523235e-19,4.039383379420645,3.1422534978572347,1.9999999999999991,Nov-Jan
NWSBRW_P39_0,NWSBRW,2,10.732445286672544,2020-10-01,7.904720580692405,7.866837771450119,-28.023167905204428,4.1398139625008114e-08,1.9806337121594105e+269,1.0090173870878354,2.808461139546272,3.1981270144480525,2.0,Nov-Jan
NWSBRW_P39_1,NWSBRW,0,356.67727077869847,2020-12-20,117.02235212967044,103.02588004688138,177.73732882571977,1.1900070755394427,12.543854001189603,0.7716506187502954,10.102631357838737,5.717417312882369,1.7791236988172219,Nov-Jan
NWSBRW_P39_1,NWSBRW,1,3.5494743046443338,2020-12-20,15.486777704188196,7.855026360386741,-29.00652688473718,2.5752807608869886e-22,9.756087098806227e-86,2.0,2.8063507869973066,3.218811874475974,2.0,Nov-Jan
NWSBRW_P39_1,NWSBRW,2,27.571393454674944,2020-12-20,15.055484653482345,16.648745819574543,13.744764308738265,6.416370187513073e-13,8.457637671334514e-13,1.2031107239982638e-10,4.085595625538861,3.7088750084686217,1.999999999999996,Nov-Jan
NWSBRW_P40_0,NWSBRW,0,326.6205466369146,2021-05-05,95.26829009611458,91.97067013916212,195.6545830072957,3.691917968507781,6.9296992521183025,0.8698216518841886,8.902003900130971,6.343469642313592,1.8447319207039345,May-Jul
NWSBRW_P40_0,NWSBRW,1,21.90464746119987,2021-05-05,10.022329308816536,11.613973545752705,51.409148282196476,3.4847001599067293,3.03008048152305e-06,1.8082342249271535,3.4001611321419936,2.9313816652402136,1.9934005172921534,May-Jul
NWSBRW_P40_0,NWSBRW,2,5.846331180300292,2021-05-05,12.295032062046943,11.121860242894405,21.262932069765693,0.06582449879093263,4.072229531984509,0.0652900644195479,3.340837504433953,3.5793527807594487,1.8997575579596182,May-Jul
NWSBRW_P40_1,NWSBRW,0,458.72123740689744,2021-07-24,119.22679506303409,153.72708329335114,204.43113151719592,7.927514682913214,6.154329189709032,1.9959638266122575,9.556525093677724,3.8846564435320623,1.9359641547742263,Aug-Oct
NWSBRW_P40_1,NWSBRW,1,4.794378459535968,2021-07-24,12.850124228944022,9.661934558218197,-6.4659157063107315,7.821721880181645e-14,1096834154.857224,4.558680780447683e-16,3.1124438098167646,3.0813676447365643,2.0,Aug-Oct
NWSBRW_P40_1,NWSBRW,2,0.8227462232535425,2021-07-24,14.220040771946373,7.488726134083714,-20.319939294579946,9.01129071894352e-28,5.331139717283772e+77,2.0,2.7401541664378692,2.945293912312739,1.9999999999999996,Aug-Oct
NWSBRW_P41_0,NWSBRW,0,357.3003609980344,2021-11-13,123.37569880194867,125.14921868746117,233.1507047474195,4.559665037074851,5.175297433033526,1.3309033670612518,10.271701402305347,11.00114602583316,1.292618311118421,Nov-Jan
NWSBRW_P41_0,NWSBRW,1,6.378810922840835,2021-11-13,16.60077201439377,16.963573591764902,39.44932266812365,8.454701460575684e-178,2.758076884113738e+21,2.0,4.124092069542619,3.0621068362217545,1.9999999999999991,Nov-Jan
NWSBRW_P41_0,NWSBRW,2,11.562806562501903,2021-11-13,9.119996792249246,8.95423312162044,11.937142869174972,0.8427747105858601,0.34627959918997586,0.11547678055354735,2.948472795624197,3.4075941617011365,1.9712400959894867,Nov-Jan
NWSBRW_P41_1,NWSBRW,0,340.4726945572894,2022-02-01,91.65294485153969,93.37938240080145,185.40491019848153,4.956744610365866,4.939121330091942,1.9817774870032467,8.317293261049084,4.748850490467465,1.7779224592759812,Feb-Apr
NWSBRW_P41_1,NWSBRW,1,2.0744198902291178,2022-02-01,32.992966442561816,14.515285132403049,21.240670769716463,3.849615979404454e-07,8.921023218489397e+79,2.4033838612065572e-27,3.8148824893768585,3.1919504170567596,2.0,Feb-Apr
NWSBRW_P41_1,NWSBRW,2,8.787678652602114,2022-02-01,8.69527140591735,10.749625007123841,-8.66468758298068,0.8581220775665936,1189.228788730041,0.009780737740447349,3.2373366438065236,3.562953004920772,1.9906373290001498,Feb-Apr
NWSBRW_P42_0,NWSBRW,0,465.05710765713496,2022-05-04,84.6411864752338,76.49181187818071,188.3228183218901,0.0,inf,1.2061654637055523,8.773779632508004,5.159299236091847,1.6219538667083662,May-Jul
NWSBRW_P42_0,NWSBRW,1,24.231426741707935,2022-05-04,23.658609071438935,23.888589140088055,121.22103565534961,8.188906463954597e-147,7.308988179921495e-84,0.9994720235631818,4.902672819236961,3.2392971378247224,1.785292381952269,May-Jul
NWSBRW_P42_0,NWSBRW,2,6.182877324876095,2022-05-04,28.22293720495806,23.684122224236425,42.119097032540125,7.724601686157714e-40,2.0408481975028705e-56,2.0,4.872965070381088,3.7030311154669744,1.999999999999996,May-Jul
NWSBRW_P42_1,NWSBRW,0,452.68063412538356,2022-07-23,132.57509277216457,124.79213174737795,215.8258343470615,8.695986142737807,4.235428070122918e-22,0.030424636004517405,11.114495093223521,3.822684994261482,1.9588817173928301,Aug-Oct
NWSBRW_P42_1,NWSBRW,1,40.04507249187465,2022-07-23,18.601509109168962,24.3110159350367,65.71718247130555,0.0020493846055666095,31.241182361807233,1.9104364373463811,4.9376261295777235,3.3567087195182688,1.9788294293537216,Aug-Oct
NWSBRW_P42_1,NWSBRW,2,0.6672832596272656,2022-07-23,6.135178156511953,3.7181237968441954,-77.05927246873789,1.751386706002735e-63,3.4939056558031386e-116,1.5407453953217056e-10,1.9307799030349055,2.9597449355661056,1.9999999999999996,Aug-Oct
NWSBRW_P43_0,NWSBRW,0,382.1700027241255,2022-10-30,65.93182709903971,63.378897123796015,173.20373596457642,3.738769966153628e-06,3.5143923404614183e-09,0.11344572647432533,7.977339093842404,3.336946679551854,1.8868677928320938,Nov-Jan
NWSBRW_P43_0,NWSBRW,1,4.0913791772095776,2022-10-30,36.357204853984854,13.201680027134257,5.768211959823724,0.0,5.563044868220297e-309,0.0007789663451134336,3.638155849345498,3.391765594488528,1.9999999891539226,Nov-Jan
NWSBRW_P43_0,NWSBRW,2,21.428773586277053,2022-10-30,7.146468679113824,7.88941955187442,-32.30188437271799,1.5612780121535402e-07,9.55665029202913e+53,0.2630446172949242,2.812532801279316,3.355834716039228,1.9964405074538087,Nov-Jan
NWSBRW_P43_1,NWSBRW,0,240.90924617196703,2023-01-18,84.94389115361652,82.40942582591917,175.5894704587648,4.0982193449243605,5.644065195032511,1.835119563600597,8.119891483389774,4.484310054633706,1.8274312301384468,Feb-Apr
NWSBRW_P43_1,NWSBRW,1,11.57264458592878,2023-01-18,15.666931244603417,10.439842914350285,-0.23610619709155234,1.360230671836838e-07,6.1814343762839234,2.0,3.235314200282746,3.0806020188766476,2.0,Feb-Apr
NWSBRW_P43_1,NWSBRW,2,24.41941576130541,2023-01-18,11.35029003265593,12.506625418534503,38.10188133739484,1.3194760949837676,5.919800553966601,1.4005722869444426,3.288466651103064,3.172786250054257,1.9819973619344546,Feb-Apr
